strain	filter	kwargs
OM243731	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HQ864258	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HV988843	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY848919	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY216965	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
EF397630	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AB518319	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
OM243661	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ452982	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY256863	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
PQ609665	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
PP373608	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
EU221028	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MK050263	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KC351040	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ225191	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MT853560	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KJ152597	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
OM243545	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AB514451	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MF521702	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY294872	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
EF549667	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
GU386484	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ229784	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
JX139010	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AB533251	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY622293	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KT191335	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MN617591	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MN617586	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KF179039	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
FJ641065	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MF462477	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AB251502	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AJ867546	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
OL625632	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KU320931	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DM090670	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ229658	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AB716409	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY312180	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ453055	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HV986854	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY312209	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
ON461745	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
OM243775	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ450650	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KC513521	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MK450242	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
JQ041689	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
GU386514	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HQ529364	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
OM243686	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KC210059	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
JQ309643	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MT341722	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY295957	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MH215646	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
EF639265	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MF462605	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
PP444876	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MH447843	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AB518449	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
EF639178	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
OM243767	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MT951098	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
OM243383	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KC351127	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KX829113	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KT371668	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HB384040	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MF462529	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY294881	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ229570	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY835733	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ023124	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ453045	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ452979	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY848884	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
JF929885	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
HV986934	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ225247	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
KJ152609	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MZ215806	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MH918042	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
MN617577	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
AY789631	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
DQ229667	filter_by_query	"[[""query"", ""subtypes == subtypes & F_coverage > 0.8 & institution != \""ETH Zurich, Computational Evolution group, Mattenstrasse 26\"" | database==\""ReVSeq\"" ""]]"
